Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2022-01-02,Indiranagar,100 Feet Road,22050,52.87084603742452,1.130159879263707,78.42982810236049,100.0,3,94.1,35.74010621416035,70.60809470726902,62.19948216895418,115,Fog,No
2022-01-02,Indiranagar,CMH Road,37877,26.428424435837172,1.5,100.0,100.0,1,125.754,75.832100904704,98.1571430801035,95.74321951102243,96,Overcast,No
2022-01-02,Koramangala,Sarjapur Road,29106,43.56398794323472,1.5,90.40985493372185,100.0,3,108.212,53.05050586894188,99.60215400417053,57.0042007618262,100,Fog,No
2022-01-02,M.G. Road,Trinity Circle,53217,37.57207490980107,1.5,100.0,100.0,5,156.434,33.65966097960751,75.02331810559775,54.69909699204345,102,Clear,No
2022-01-02,M.G. Road,Anil Kumble Circle,37584,45.889505969673664,1.5,100.0,100.0,2,125.168,15.974322549563759,62.067268846744305,76.5677315784074,101,Fog,No
2022-01-02,Jayanagar,Jayanagar 4th Block,16676,53.52433334796224,1.1755885682822544,47.155794293511974,78.63350743415457,2,83.352,38.62670610899889,66.93177280283383,57.8218521335543,92,Fog,No
2022-01-02,Jayanagar,South End Circle,37509,51.5135098647949,1.5,100.0,100.0,1,125.018,63.04922773250584,60.57573954519023,55.80363202534581,76,Overcast,No
2022-01-02,Hebbal,Hebbal Flyover,6758,34.756123586657104,1.069280747964006,21.203699651426128,32.77504734397373,1,63.516,13.171280684043117,74.98450458505884,81.29299578571182,200,Rain,No
2022-01-02,Hebbal,Ballari Road,30209,31.1468640313824,1.5,100.0,100.0,2,110.418,48.193175252115445,97.658592351061,69.30513189003871,90,Clear,Yes
2022-01-02,Yeshwanthpur,Yeshwanthpur Circle,20375,40.06999065341167,1.3379501243877818,58.38210538138319,100.0,0,90.75,18.271537933515937,87.86948661456603,81.4471423389942,113,Overcast,No
2022-01-02,Yeshwanthpur,Tumkur Road,15636,32.794298957181454,1.3105651842967987,48.93607080506035,82.48757325603566,1,81.27199999999999,62.56097474540481,90.1817149633873,55.15619344179663,115,Overcast,No
2022-01-03,Indiranagar,100 Feet Road,23457,38.86905317091622,1.380024786820322,87.20214293875112,100.0,2,96.914,33.006518175894115,86.90073824308153,87.618726471884,109,Clear,No
2022-01-03,Indiranagar,CMH Road,38925,33.52942618497861,1.5,100.0,100.0,1,127.85,53.27526443213827,64.04490704491161,54.20534030574987,106,Overcast,No
2022-01-03,Whitefield,Marathahalli Bridge,9154,40.226182694246795,1.3788994309535434,40.23335460979075,48.30378185258941,0,68.30799999999999,15.845050168906813,91.08587663709747,77.92021248679025,197,Clear,No
2022-01-03,Whitefield,ITPL Main Road,24968,36.727690564476774,1.2984179517061691,84.89404196860987,100.0,1,99.936,70.80193897326222,68.9438335407781,98.16112697203056,82,Windy,No
2022-01-03,Koramangala,Sony World Junction,51459,27.326524371119504,1.5,100.0,100.0,0,152.918,29.667423271456123,98.01645936306235,94.51318919454582,99,Clear,No
2022-01-03,Koramangala,Sarjapur Road,28481,36.50393786476208,1.5,100.0,100.0,2,106.962,66.96565137948642,87.38924690215518,58.130846967244565,116,Overcast,No
2022-01-03,Jayanagar,Jayanagar 4th Block,10179,40.30824347895295,1.3949104517259778,26.938337822070565,51.83630715352135,0,70.358,77.89400784702222,93.68475692542835,91.91643523555689,199,Clear,Yes
2022-01-04,Indiranagar,100 Feet Road,46199,41.228499323474985,1.5,100.0,100.0,2,142.398,57.01904790840997,84.72512961831583,67.90813590164203,86,Clear,No
2022-01-04,Indiranagar,CMH Road,56242,52.55340842443204,1.5,100.0,100.0,0,162.48399999999998,12.014787341933728,90.20549022694476,81.01547756767323,106,Clear,Yes
2022-01-04,Whitefield,Marathahalli Bridge,20450,24.607678222398995,1.3616634777974994,65.13177600713266,100.0,1,90.9,53.54606901595115,94.4945483498698,97.47603118288211,100,Clear,No
2022-01-04,Whitefield,ITPL Main Road,13391,51.69672548830039,1.0303453312434656,37.214261104879654,63.23545838957772,0,76.782,19.71790208545871,85.63498979212858,59.09400421995724,194,Clear,No
2022-01-04,Koramangala,Sony World Junction,28369,29.409745067661433,1.5,86.33738400847444,100.0,1,106.738,35.498890273365284,80.13669083419427,84.51974143146826,104,Overcast,No
2022-01-04,Koramangala,Sarjapur Road,31228,42.57507710047305,1.5,97.78375372046088,100.0,2,112.456,35.82395476988407,78.50138864532592,87.37354690668784,73,Fog,No
2022-01-04,M.G. Road,Trinity Circle,34180,37.03463635867223,1.5,100.0,100.0,0,118.36,32.54554159082248,68.45792027986178,66.37486760889573,103,Fog,No
2022-01-04,M.G. Road,Anil Kumble Circle,43569,40.38910043684659,1.5,100.0,100.0,1,137.138,55.214206893212086,82.83113218675648,67.80483629489231,92,Clear,No
2022-01-04,Jayanagar,Jayanagar 4th Block,16342,39.54830800668156,1.35870616985057,46.07800824656617,81.95511389570255,0,82.684,78.76650318360245,64.4815560867221,69.89277995228709,110,Clear,No
2022-01-04,Yeshwanthpur,Yeshwanthpur Circle,19306,34.979532763712655,1.1701745754465667,64.50554090702242,93.95409732415081,0,88.612,52.74340297091428,71.54522212961024,79.06191107113061,88,Clear,Yes
2022-01-04,Yeshwanthpur,Tumkur Road,16012,39.23108130476851,1.1018562619055055,57.00338777781191,82.66227859889686,0,82.024,43.010333198511084,76.47363656589074,67.44341332714977,118,Windy,No
2022-01-05,Indiranagar,100 Feet Road,49952,50.80134095075202,1.5,100.0,100.0,2,149.904,21.498605855169508,92.58298880925528,83.25986103481,101,Overcast,No
2022-01-05,Indiranagar,CMH Road,33970,20.0,1.5,100.0,100.0,1,117.94,72.9702201292198,75.35564885492846,77.17764305569943,116,Clear,No
2022-01-05,Whitefield,ITPL Main Road,17018,57.473270552317246,1.2133844367905287,64.60451832768582,87.97597211224532,0,84.036,31.820544745688377,69.93956559257863,87.19731462863385,108,Clear,No
2022-01-05,Koramangala,Sony World Junction,58920,25.212362842176926,1.5,100.0,100.0,2,167.84,54.88033430197081,87.75793777868401,77.13622216737981,92,Clear,No
2022-01-05,Koramangala,Sarjapur Road,46963,34.44415329089545,1.5,100.0,100.0,2,143.926,71.0486736260906,97.28473129934449,78.25665917946044,106,Clear,No
2022-01-05,Jayanagar,Jayanagar 4th Block,18111,55.94191518470949,1.2365101742979716,58.35005407740261,86.10261638822031,0,86.22200000000001,66.19974140186079,60.18528092018411,66.6749585845572,97,Overcast,No
2022-01-05,Jayanagar,South End Circle,22491,42.39264835108181,1.1809758064530773,67.787140407596,100.0,0,94.982,39.32478146531835,96.593836042724,68.11969495583165,102,Clear,No
2022-01-05,Hebbal,Hebbal Flyover,38924,23.934740912583298,1.5,100.0,100.0,2,127.848,62.49723292794245,68.39622372382343,94.90271447203568,90,Clear,No
2022-01-05,Yeshwanthpur,Yeshwanthpur Circle,25165,20.0,1.5,82.6985882720979,100.0,1,100.33,22.73496913466898,94.47142484054069,97.30577310668164,96,Rain,No
2022-01-05,Yeshwanthpur,Tumkur Road,15871,57.71555094994159,1.0108383970013934,47.342776571992324,76.66574796588071,1,81.742,17.28760073892017,91.99664341492758,58.927233102716684,104,Clear,No
2022-01-06,Indiranagar,100 Feet Road,46556,46.59329803364248,1.5,100.0,100.0,2,143.112,15.985597159812766,68.31545020584109,51.32661019369099,89,Clear,No
2022-01-06,Indiranagar,CMH Road,22591,30.915387036364404,1.236117977005923,70.66460614979086,100.0,2,95.182,30.612603167934235,97.93813227848626,88.18028970798804,100,Fog,No
2022-01-06,Whitefield,Marathahalli Bridge,20310,51.72257284413772,1.103155074173281,60.487121481456484,100.0,1,90.62,22.017550009381246,70.89229306077476,50.919533827373336,117,Clear,No
2022-01-06,Koramangala,Sony World Junction,61024,44.82690983945514,1.5,100.0,100.0,2,172.048,36.81969697746482,80.75670821131351,52.348298338752755,89,Clear,No
2022-01-06,Koramangala,Sarjapur Road,28153,21.483153943836662,1.5,98.22425143701824,100.0,4,106.306,25.045826501352973,61.24732540245139,63.113202214991254,103,Clear,No
2022-01-06,M.G. Road,Trinity Circle,12965,62.7080063563551,1.2753609585710943,41.913213438741586,62.28902033239107,2,75.93,29.050159606097388,83.60922667476348,68.04869484700134,198,Clear,No
2022-01-06,M.G. Road,Anil Kumble Circle,57145,45.62209850913712,1.5,100.0,100.0,1,164.29000000000002,79.13676055976529,97.76237358746454,51.9713405684253,89,Overcast,Yes
2022-01-06,Jayanagar,South End Circle,40516,34.19584226291008,1.5,100.0,100.0,1,131.03199999999998,51.738891493743715,69.20035349150812,56.02834428886394,82,Clear,No
2022-01-06,Hebbal,Hebbal Flyover,22893,46.965547765115744,1.127501001172828,78.82782752874019,100.0,2,95.786,70.90692117306509,60.850776434015486,93.73508363420997,101,Fog,No
2022-01-06,Hebbal,Ballari Road,28470,20.0,1.5,97.4501092643674,100.0,3,106.94,61.630761111222405,69.55108583073209,55.52370565656973,96,Clear,No
2022-01-06,Yeshwanthpur,Yeshwanthpur Circle,6965,47.342147325365204,1.1537306588638727,26.80961232052806,32.00753887865064,2,63.93,39.230654304944984,95.16473230248658,97.2366011145705,199,Clear,No
2022-01-06,Yeshwanthpur,Tumkur Road,32668,51.21108557787716,1.5,100.0,100.0,1,115.336,23.05067835009782,91.18337894267013,67.5062629583365,97,Rain,No
2022-01-07,Indiranagar,100 Feet Road,24405,29.84255885002768,1.2371759739366812,82.95172415675621,100.0,2,98.81,72.2123655908284,98.22605992919014,93.10638086327253,110,Clear,Yes
2022-01-07,Indiranagar,CMH Road,25768,25.49316208594673,1.5,85.81084803490874,100.0,2,101.536,69.5844839834138,79.80586108055897,74.0293288663324,103,Clear,No
2022-01-07,Whitefield,ITPL Main Road,34362,46.087035805829075,1.5,100.0,100.0,5,118.724,21.102357370515158,95.23483036795713,93.5921763872616,87,Fog,No
2022-01-07,Electronic City,Silk Board Junction,12382,45.46436548156149,1.2527254108066672,36.46940495461653,63.25005703099611,0,74.764,64.58917766058005,64.27922555307833,88.05139512510141,202,Clear,No
2022-01-07,M.G. Road,Anil Kumble Circle,50214,36.94089992898308,1.5,100.0,100.0,0,150.428,50.75193221233913,73.83532227811827,81.04577588837385,108,Fog,Yes
2022-01-07,Jayanagar,Jayanagar 4th Block,21131,44.34249738927012,1.2733181506426021,69.35472079420164,100.0,1,92.262,41.59709170307728,66.54495284766676,89.74047743749647,106,Clear,No
2022-01-07,Hebbal,Hebbal Flyover,39110,23.530413712665606,1.5,100.0,100.0,2,128.22,78.87843535718798,76.37336025260171,94.70496018395673,91,Clear,No
2022-01-07,Hebbal,Ballari Road,42022,34.7107511582513,1.5,100.0,100.0,5,134.04399999999998,12.276832564387634,96.83391391262748,80.8325157260369,109,Clear,No
2022-01-08,Indiranagar,100 Feet Road,36384,28.18948342525119,1.5,100.0,100.0,2,122.768,15.071282145619122,75.6997422562674,73.99694173585618,103,Rain,No
2022-01-08,Indiranagar,CMH Road,11033,44.5228864385802,1.096818006345011,46.5099185320096,51.589955429015134,0,72.066,53.270901402268336,88.09859882176416,77.98243417434571,201,Clear,Yes
2022-01-08,Whitefield,Marathahalli Bridge,16390,34.37367222583899,1.2757859876549063,60.64506731551499,78.9515024424481,0,82.78,17.31974882340802,85.45720998174546,85.32378632434506,78,Fog,No
2022-01-08,Koramangala,Sarjapur Road,65269,36.975996046923996,1.5,100.0,100.0,2,180.538,14.224645879339466,69.88412936040586,57.97723400565942,113,Windy,No
2022-01-08,Electronic City,Hosur Road,17926,66.42270358611864,1.2221454203750524,64.13736889877862,86.91454741331299,3,85.852,57.615976970190395,62.887936359167036,51.532625110290304,92,Overcast,No
2022-01-08,M.G. Road,Trinity Circle,22876,65.01737102530136,1.2901030641660545,75.98671216182738,100.0,2,95.75200000000001,51.464523001535355,96.49453382466764,60.53310945028333,104,Fog,No
2022-01-08,M.G. Road,Anil Kumble Circle,49798,28.283766320619485,1.5,100.0,100.0,2,149.596,70.9524930890758,77.81221020010662,75.74086769648451,96,Clear,No
2022-01-08,Jayanagar,South End Circle,30323,27.919211338058588,1.5,93.69413988103365,100.0,1,110.646,15.144772313100887,66.79031620350163,75.98869742780089,95,Clear,No
2022-01-08,Yeshwanthpur,Yeshwanthpur Circle,13356,65.76747983560841,1.3376681795876788,50.63340305900106,67.63354364396753,1,76.712,17.834373357840953,70.78998446067959,52.854342804465745,201,Clear,No
2022-01-09,Indiranagar,CMH Road,38748,38.46488475897993,1.5,100.0,100.0,2,127.496,12.098151291087458,72.31719766364763,85.23403813683234,90,Windy,Yes
2022-01-09,Whitefield,ITPL Main Road,34188,25.82840194803964,1.5,100.0,100.0,4,118.376,12.12709417877858,97.23794782027912,84.47633755157806,105,Rain,No
2022-01-09,Koramangala,Sony World Junction,32010,32.4761995653555,1.5,100.0,100.0,3,114.02,56.73153698945093,92.31383767765034,88.11425673883079,109,Overcast,No
2022-01-09,Koramangala,Sarjapur Road,13903,30.599491174057057,1.1584690766437022,50.25267746713058,68.40058101270346,0,77.806,26.628089161202922,74.9300716651736,61.363481363157575,174,Rain,No
2022-01-09,M.G. Road,Anil Kumble Circle,34831,20.0,1.5,100.0,100.0,5,119.662,23.704458997848228,60.302514999125684,82.37373570773015,115,Overcast,Yes
2022-01-09,Jayanagar,South End Circle,14614,44.0166037320525,1.1139491607847691,44.85913263185906,76.10025897832664,0,79.22800000000001,31.791538940920255,84.41335133243673,85.80753371115968,190,Clear,No
2022-01-09,Hebbal,Ballari Road,28195,38.19781934142537,1.5,95.3295777259114,100.0,4,106.39,54.320596291581566,98.05613368826627,80.08059100731656,110,Clear,No
2022-01-10,Indiranagar,100 Feet Road,43024,28.070948022040927,1.5,100.0,100.0,3,136.048,53.67015272736011,78.07070714948917,79.3304231587737,89,Overcast,No
2022-01-10,Indiranagar,CMH Road,13224,61.23396562299045,1.218678965085628,38.718941922319516,65.02905995905515,0,76.44800000000001,44.773680120141854,99.51142080859549,56.821987627836656,208,Clear,No
2022-01-10,Koramangala,Sony World Junction,31137,51.283966231285376,1.5,99.27321333119612,100.0,0,112.274,72.59336122648827,67.67469298874971,66.16857810577604,91,Clear,No
2022-01-10,Koramangala,Sarjapur Road,60935,20.0,1.5,100.0,100.0,2,171.87,56.86408686387331,99.7655744488467,83.09195949246893,102,Clear,Yes
2022-01-10,M.G. Road,Trinity Circle,39508,20.8628550309502,1.5,100.0,100.0,4,129.01600000000002,26.42494572988175,75.97263663237233,57.62080066652087,101,Clear,No
2022-01-10,M.G. Road,Anil Kumble Circle,39400,33.47530163619456,1.5,100.0,100.0,0,128.8,31.218984916173003,70.52450279643372,68.00682037357595,84,Clear,No
2022-01-10,Jayanagar,Jayanagar 4th Block,28165,59.92999517432791,1.5,100.0,100.0,4,106.33,67.22147959438341,75.22493173906321,93.89871602225347,113,Fog,No
2022-01-10,Jayanagar,South End Circle,28609,26.015320182089628,1.5,92.28532786408904,100.0,2,107.218,70.34101375908358,96.91028762053577,74.35309594094679,103,Clear,No
2022-01-10,Hebbal,Hebbal Flyover,18780,43.13028697014554,1.0103247627797949,55.303325783096454,98.53115111589173,0,87.56,77.6075512807254,77.29991513320527,65.59080665426298,100,Clear,No
2022-01-10,Hebbal,Ballari Road,27100,39.17190464382564,1.5,81.5603258755467,100.0,1,104.2,79.6406422018837,62.31122243985467,84.75176144292766,88,Clear,No
2022-01-10,Yeshwanthpur,Tumkur Road,16397,54.12435249259166,1.2495583345166552,55.1974959448997,81.2458338389037,0,82.794,72.06229506683266,77.99138595285291,59.73112559103825,96,Overcast,No
2022-01-11,Indiranagar,100 Feet Road,11423,20.0,1.0076769107292227,33.272930841567344,59.717898231221355,0,72.846,47.47170920168141,68.6080748806895,50.60603873219466,199,Clear,No
2022-01-11,Indiranagar,CMH Road,10806,44.599114873434466,1.129870370756024,40.767141547756,53.79018129368767,0,71.612,37.61333949990247,78.37787073623946,89.25082719185284,213,Rain,No
2022-01-11,Whitefield,Marathahalli Bridge,40629,28.942850769966615,1.5,100.0,100.0,2,131.25799999999998,46.28856153616429,66.00676003268167,86.87168843607428,100,Clear,Yes
2022-01-11,Koramangala,Sony World Junction,14197,57.98811324847052,1.118614232515062,44.31739792825032,73.73153531181183,1,78.394,22.187653473385904,63.935825988535896,83.0151359850669,212,Clear,Yes
2022-01-11,Electronic City,Hosur Road,13734,60.01333651955487,1.082274904878222,38.20772836318813,69.82012968038867,1,77.468,47.12114932744108,61.67804893726545,98.42443887971919,213,Windy,No
2022-01-11,M.G. Road,Trinity Circle,48585,38.592094004578406,1.5,100.0,100.0,1,147.17000000000002,40.24538180609372,77.57619958777809,80.64697912472627,121,Clear,No
2022-01-11,Jayanagar,South End Circle,35331,37.825799504882994,1.5,100.0,100.0,4,120.662,48.15188432278568,99.38678958098032,96.86940332485594,75,Clear,No
2022-01-11,Hebbal,Ballari Road,31483,42.236136191777796,1.5,100.0,100.0,2,112.96600000000001,58.22197114350635,94.9329166344323,81.8145676989624,108,Clear,Yes
2022-01-11,Yeshwanthpur,Yeshwanthpur Circle,24863,40.77188038914457,1.0816142538515594,83.9783656527124,100.0,1,99.726,34.87691980800176,91.35167137941589,77.71132570660083,96,Clear,No
2022-01-12,Indiranagar,CMH Road,37767,38.38720502869636,1.5,100.0,100.0,2,125.534,53.371253622188846,74.2197204176543,89.7098665638542,84,Clear,No
2022-01-12,Whitefield,Marathahalli Bridge,29583,53.8661464608941,1.5,100.0,100.0,3,109.166,15.394079539403181,62.342037169759166,66.71191593480305,109,Fog,No
2022-01-12,Whitefield,ITPL Main Road,14566,26.3346338292694,1.035440171871847,42.96557238755756,73.81225294063739,3,79.132,39.487363730585045,85.4470945883293,89.2825809040116,180,Overcast,No
2022-01-12,Koramangala,Sony World Junction,43533,23.803825667109887,1.5,100.0,100.0,0,137.066,68.21879305730414,70.9228323989125,75.90393831194078,94,Clear,No
2022-01-12,Electronic City,Silk Board Junction,19320,20.0,1.0533919889663774,56.0120302751425,98.87939306973765,0,88.64,40.57954918306257,89.18032914609587,88.27564494955548,88,Clear,No
2022-01-12,M.G. Road,Trinity Circle,48094,26.075441606430964,1.5,100.0,100.0,1,146.188,63.15787836925746,77.9895936980216,88.83552784775907,81,Clear,Yes
2022-01-12,Jayanagar,Jayanagar 4th Block,21711,34.73359265264269,1.3599333382749088,62.806467935509794,100.0,1,93.422,75.57757234231643,62.09031517144095,70.93966595370807,93,Windy,No
2022-01-12,Hebbal,Hebbal Flyover,31399,34.643585177025166,1.5,100.0,100.0,0,112.798,20.58727801144542,69.0126771980494,62.5483330670149,112,Clear,No
2022-01-12,Yeshwanthpur,Tumkur Road,18517,45.86143883046375,1.1833202566114625,61.41725907593427,89.24274540163275,2,87.03399999999999,42.360689270042506,76.47062166338034,82.5486733575477,101,Clear,No
2022-01-13,Indiranagar,100 Feet Road,11371,51.02477209439482,1.1034483339552155,31.197460401979253,55.157150648714975,1,72.742,24.34168919054988,95.11320312608163,93.97909274757646,218,Clear,No
2022-01-13,Indiranagar,CMH Road,11938,37.64141550677165,1.363688082344624,40.56736929238761,59.668125080342904,0,73.876,55.974607330700586,92.88412642400903,69.02100037537812,187,Clear,No
2022-01-13,Koramangala,Sarjapur Road,55123,36.1772121738091,1.5,100.0,100.0,3,160.24599999999998,78.84650309006554,65.62846112195034,60.1007834201245,90,Rain,No
2022-01-13,M.G. Road,Trinity Circle,52096,49.12220555415429,1.5,100.0,100.0,3,154.192,71.73494308132507,77.09958751682461,58.111670289123964,101,Overcast,Yes
2022-01-13,M.G. Road,Anil Kumble Circle,26541,38.041929195534216,1.5,89.28587509971089,100.0,2,103.082,42.148563802124976,74.31193061301767,74.710622362515,111,Clear,No
2022-01-13,Jayanagar,South End Circle,17216,35.77589815501497,1.180140391562165,62.36319340593279,87.59147584881674,1,84.432,68.9013287159332,78.85148669592658,98.95524690075773,104,Rain,No
2022-01-13,Hebbal,Ballari Road,19195,50.24264677643169,1.334816450097176,59.568855102421544,97.40381910058707,1,88.39,31.37174736877119,68.50577505484384,51.659467728121314,94,Overcast,No
2022-01-14,Indiranagar,100 Feet Road,24545,51.50381788721268,1.224176252392176,74.0364560509363,100.0,3,99.09,78.37602299574615,64.42882373305262,71.12742141559723,117,Overcast,No
2022-01-14,Koramangala,Sony World Junction,56258,45.85982116175032,1.5,100.0,100.0,1,162.51600000000002,59.2580184222557,81.62793906579641,54.82672350977204,92,Clear,No
2022-01-14,Koramangala,Sarjapur Road,32100,26.36048778579194,1.5,97.96285671956707,100.0,4,114.2,15.527841353358003,69.58040679638152,89.72891393500952,101,Overcast,No
2022-01-14,Electronic City,Hosur Road,6265,51.41930534961551,1.331714719726702,28.462911338978678,32.04272352048322,0,62.53,40.12991872246931,72.67786351164477,71.72979804293558,212,Overcast,No
2022-01-14,M.G. Road,Trinity Circle,35956,42.82870243581346,1.5,100.0,100.0,2,121.912,76.53717368103425,84.02604266193424,87.17969580882799,100,Clear,No
2022-01-14,M.G. Road,Anil Kumble Circle,38339,20.0,1.5,100.0,100.0,1,126.678,46.160083991218535,60.22023196641683,50.383201632461265,91,Clear,No
2022-01-14,Jayanagar,South End Circle,28132,33.19510211068366,1.5,91.71363415807716,100.0,1,106.26400000000001,34.165619996118444,80.29647754871235,93.71112623425878,100,Windy,No
2022-01-14,Hebbal,Hebbal Flyover,16393,29.158640569945103,1.363044401022622,58.92398622267046,83.04405214090704,0,82.786,67.66532689549064,98.20242045939955,91.05991412751132,78,Clear,No
2022-01-14,Yeshwanthpur,Yeshwanthpur Circle,9696,37.8084668075758,1.0484100001940773,30.69895580374951,50.99178047808419,0,69.392,15.612600985733241,74.19085167343937,97.08628558094625,207,Clear,No
2022-01-14,Yeshwanthpur,Tumkur Road,21620,52.58938600121948,1.349479437386538,76.54612777598854,100.0,1,93.24000000000001,47.377723078343465,65.6854849517383,50.5853305365452,98,Clear,No
2022-01-15,Indiranagar,100 Feet Road,20081,52.32649360729083,1.291669395019779,69.98249963850546,100.0,1,90.162,57.10766356761027,71.01524697021674,65.31567493891063,109,Fog,No
2022-01-15,Indiranagar,CMH Road,40722,28.06813172763581,1.5,100.0,100.0,3,131.44400000000002,21.680214118912698,77.2211735384883,57.12970720409544,114,Clear,Yes
2022-01-15,Koramangala,Sony World Junction,13316,36.94129933503811,1.2708482558940037,46.50225165572048,65.2259372819754,0,76.632,79.16251763089143,78.1600648478446,84.41371178901186,182,Clear,No
2022-01-15,Electronic City,Silk Board Junction,4901,41.381886607674325,1.0093408385312743,21.4609389456702,24.090230088818906,0,59.802,73.00582281115365,64.64555840802103,97.79594144776595,192,Rain,No
2022-01-15,M.G. Road,Anil Kumble Circle,45841,20.13722970049706,1.5,100.0,100.0,1,141.68200000000002,47.91933686870028,90.4760725041948,91.68249809687927,98,Clear,No
2022-01-15,Jayanagar,Jayanagar 4th Block,14041,52.47910256117534,1.2321870403974784,39.587267360247246,69.64543749202203,1,78.082,38.12451604580269,99.75393555598794,94.01573810744635,205,Rain,No
2022-01-15,Jayanagar,South End Circle,11644,29.970296716048466,1.0910998944412837,48.09391027664361,62.31454610937243,1,73.288,70.89784117533794,65.22609375293851,89.52548971374425,181,Clear,No
2022-01-15,Hebbal,Ballari Road,29959,38.90522897565001,1.5,100.0,100.0,1,109.918,24.22561637602611,90.47192765510789,69.3270253411514,100,Clear,No
2022-01-16,Indiranagar,100 Feet Road,37666,35.895806812552486,1.5,100.0,100.0,4,125.332,71.84253340902424,77.93276221477689,75.52162445021162,104,Clear,No
2022-01-16,Indiranagar,CMH Road,33681,39.07052287124535,1.5,100.0,100.0,2,117.362,77.02136133266673,60.354531404538754,99.89104278409891,105,Clear,Yes
2022-01-16,Koramangala,Sarjapur Road,47091,46.82453826605304,1.5,100.0,100.0,1,144.18200000000002,44.13394667670476,63.1059733868642,70.37715155162154,97,Clear,No
2022-01-16,M.G. Road,Trinity Circle,44425,37.13293707372939,1.5,100.0,100.0,2,138.85,15.103128475753245,76.11493130530548,64.76452470239717,92,Overcast,No
2022-01-16,M.G. Road,Anil Kumble Circle,50941,20.0,1.5,100.0,100.0,4,151.882,72.2061356185779,80.12335803119345,72.4674871019821,102,Clear,No
2022-01-16,Jayanagar,Jayanagar 4th Block,28429,40.054701591666266,1.5,95.81335268149112,100.0,1,106.858,28.998656631270006,79.86781691271787,64.21370464637583,87,Clear,No
2022-01-16,Jayanagar,South End Circle,8373,45.153789813721055,1.1104678231283598,32.04952974911433,37.49189621621866,1,66.746,27.27767084413316,89.63616224608286,65.81350748646534,179,Clear,No
2022-01-16,Hebbal,Hebbal Flyover,29521,44.449716653887315,1.5,100.0,100.0,1,109.042,58.091348655226994,79.75256161827716,69.38244027278236,104,Clear,No
2022-01-17,Indiranagar,100 Feet Road,43778,45.58484543530325,1.5,100.0,100.0,1,137.55599999999998,35.20353261306848,98.27199261937145,75.02005728551006,98,Clear,No
2022-01-17,Indiranagar,CMH Road,11546,59.524675344707454,1.3288719547265693,45.493626689064584,54.84994054698659,1,73.092,71.61097165450396,68.62962716705816,83.89066001550222,204,Clear,No
2022-01-17,Whitefield,ITPL Main Road,28643,27.38592456715195,1.5,89.46097216454773,100.0,1,107.286,14.066436645624485,64.46048849285106,75.7930951356164,93,Clear,No
